keywords,frequency,total_score,avg_intensity,classification
아이들이 많이 좋아함,1,8.0,4.0,Minor / Noise
시간 소모 없이 즐길 수 있음,1,8.0,4.0,Minor / Noise
시간 때우기 좋은 재미,1,8.0,4.0,Minor / Noise
시간 가는 줄 모르는 게임 플레이,1,8.0,4.0,Minor / Noise
특정 쿠키에 대한 기대감,1,8.0,4.0,Minor / Noise
특정 캐릭터를 얻는 재미,1,8.0,4.0,Minor / Noise
특이한 캐릭터,1,8.0,4.0,Minor / Noise
특별한 캐릭터,1,8.0,4.0,Minor / Noise
팬,1,8.0,4.0,Minor / Noise
풍부한 뽑기 시스템,1,8.0,4.0,Minor / Noise
고급쿠키 뽑기 방법,1,8.0,4.0,Minor / Noise
고급 쿠키,1,8.0,4.0,Minor / Noise
계정 이전 기능,1,8.0,4.0,Minor / Noise
풍부한 퀘스트,1,8.0,4.0,Minor / Noise
풍부한 쿠폰 제공,1,8.0,4.0,Minor / Noise
계속하고 싶음,1,8.0,4.0,Minor / Noise
시간이 훅감,1,8.0,4.0,Minor / Noise
시간을 잘 보낼 수 있는 게임,1,8.0,4.0,Minor / Noise
아이템 보상 시스템,1,8.0,4.0,Minor / Noise
아이템 드랍률,1,8.0,4.0,Minor / Noise
게임성 자체,1,8.0,4.0,Minor / Noise
게임 진행이 쉬워지는 점,1,8.0,4.0,Minor / Noise
하츄핑 쿠키,1,8.0,4.0,Minor / Noise
게임 자체의 퀄리티,1,8.0,4.0,Minor / Noise
게임 시스템,1,8.0,4.0,Minor / Noise
게임 개선,1,8.0,4.0,Minor / Noise
게임 IP,1,8.0,4.0,Minor / Noise
건축,1,8.0,4.0,Minor / Noise
개인 취향에 맞는 재미,1,8.0,4.0,Minor / Noise
아름다운 쿠키 디자인,1,8.0,4.0,Minor / Noise
신규 이벤트,1,8.0,4.0,Minor / Noise
신규 유저 배려,1,8.0,4.0,Minor / Noise
시작할 때 잼 제공,1,8.0,4.0,Minor / Noise
개성 있는 캐릭터 디자인,1,8.0,4.0,Minor / Noise
개선된 퀄리티,1,8.0,4.0,Minor / Noise
개선된 일일 과제,1,8.0,4.0,Minor / Noise
할 것 많은,1,8.0,4.0,Minor / Noise
향상된 반응 속도,1,8.0,4.0,Minor / Noise
향상된 게임 경험,1,8.0,4.0,Minor / Noise
행운뽑기의 재미,1,8.0,4.0,Minor / Noise
개선된 시스템,1,8.0,4.0,Minor / Noise
개선된 게임 환경,1,8.0,4.0,Minor / Noise
개발자의 노력,1,8.0,4.0,Minor / Noise
개발자에 대한 감사,1,8.0,4.0,Minor / Noise
강화하는 재미,1,8.0,4.0,Minor / Noise
강한 캐릭터,1,8.0,4.0,Minor / Noise
아기자기함,1,8.0,4.0,Minor / Noise
신기한 쿠키,1,8.0,4.0,Minor / Noise
신규 캐릭터 획득,1,8.0,4.0,Minor / Noise
아레나의 긴장감,1,8.0,4.0,Minor / Noise
아레나 상위권,1,8.0,4.0,Minor / Noise
아레나 보상 시스템,1,8.0,4.0,Minor / Noise
강한 임팩트,1,8.0,4.0,Minor / Noise
강력한 쿠키들,1,8.0,4.0,Minor / Noise
현질 요소,1,8.0,4.0,Minor / Noise
현질 없이도 플레이 가능,1,8.0,4.0,Minor / Noise
현실감 있는 요소,1,8.0,4.0,Minor / Noise
갓겜 가능성,1,8.0,4.0,Minor / Noise
혜자,1,8.0,4.0,Minor / Noise
현질유도 감소,1,8.0,4.0,Minor / Noise
쏠쏠한 재미,1,8.0,4.0,Minor / Noise
심심할 때 하기 좋음,1,8.0,4.0,Minor / Noise
심심할 때 하기 좋은,1,8.0,4.0,Minor / Noise
심심할 때 즐기기 좋음,1,8.0,4.0,Minor / Noise
신선한 스토리,1,8.0,4.0,Minor / Noise
신선한 게임 디자인,1,8.0,4.0,Minor / Noise
현질 유도가 적음,1,8.0,4.0,Minor / Noise
간편함,1,8.0,4.0,Minor / Noise
간편한 설치,1,8.0,4.0,Minor / Noise
간지 나는 그래픽,1,8.0,4.0,Minor / Noise
간단하고 소소하게 즐길 수 있는 점,1,8.0,4.0,Minor / Noise
각성 캐릭터,1,8.0,4.0,Minor / Noise
각성 다크 카카오,1,8.0,4.0,Minor / Noise
화려한 쿠키,1,8.0,4.0,Minor / Noise
각각의 쿠키 매력,1,8.0,4.0,Minor / Noise
각각의 재미,1,8.0,4.0,Minor / Noise
각각의 매력,1,8.0,4.0,Minor / Noise
각 쿠키들만의 개성,1,8.0,4.0,Minor / Noise
각 맵의 스토리,1,8.0,4.0,Minor / Noise
확률업 이벤트,1,8.0,4.0,Minor / Noise
가격 인하,1,8.0,4.0,Minor / Noise
신케,1,8.0,4.0,Minor / Noise
PC에서도 즐거운 플레이,1,8.0,4.0,Minor / Noise
8월 업데이트 기대,1,8.0,4.0,Minor / Noise
흥미로운 스토리 전개,1,8.0,4.0,Minor / Noise
훌륭한 컷씬,1,8.145184130447811,4.0,Minor / Noise
신선한 경험,1,8.145184130447811,4.0,Minor / Noise
신장 시스템,1,8.145184130447811,4.0,Minor / Noise
후반의 경쟁하는 재미,1,8.145184130447811,4.0,Minor / Noise
신기한 애니메이션,1,8.145184130447811,4.0,Minor / Noise
신규 쿠키 확정,1,8.145184130447811,4.0,Minor / Noise
아레나 시스템,1,8.145184130447811,4.0,Minor / Noise
높은 스킬 퀄리티,1,8.145184130447811,4.0,Minor / Noise
기능 추가 요청,1,8.145184130447811,4.0,Minor / Noise
쿠키 뽑는 손맛,1,8.145184130447811,4.0,Minor / Noise
쿠키 아이디어,1,8.145184130447811,4.0,Minor / Noise
뉴비 복지,1,8.145184130447811,4.0,Minor / Noise
높은 퀄리티의 쿠키,1,8.145184130447811,4.0,Minor / Noise
기분 전환,1,8.145184130447811,4.0,Minor / Noise
와이파이 없이 가능,1,8.145184130447811,4.0,Minor / Noise
오프닝 화면,1,8.145184130447811,4.0,Minor / Noise
각성 업데이트의 혜자스러움,1,8.145184130447811,4.0,Minor / Noise
유용한 캐릭터,1,8.145184130447811,4.0,Minor / Noise
위키드,1,8.145184130447811,4.0,Minor / Noise
운에 따른 다양한 경험,1,8.145184130447811,4.0,Minor / Noise
크리스탈 수집의 재미,1,8.145184130447811,4.0,Minor / Noise
아빠폰으로 했던 기억,1,8.145184130447811,4.0,Minor / Noise
다양한 내용,1,8.145184130447811,4.0,Minor / Noise
쾌감 있는 뽑기 경험,1,8.145184130447811,4.0,Minor / Noise
다시 돌아오고 싶어지는,1,8.145184130447811,4.0,Minor / Noise
다른 게임들과의 차별성,1,8.145184130447811,4.0,Minor / Noise
느긋한 게임 진행,1,8.145184130447811,4.0,Minor / Noise
다양한 등급의 쿠키,1,8.145184130447811,4.0,Minor / Noise
다양한 덱 조합,1,8.145184130447811,4.0,Minor / Noise
캐모온의 재미,1,8.145184130447811,4.0,Minor / Noise
오타쿠 감성,1,8.145184130447811,4.0,Minor / Noise
오랜만에 해도 재미있음,1,8.145184130447811,4.0,Minor / Noise
이벤트 진행,1,8.145184130447811,4.0,Minor / Noise
복잡한 시스템이 주는 깊이 있는 재미,1,8.145184130447811,4.0,Minor / Noise
블랙펄에 대한 기대감,1,8.145184130447811,4.0,Minor / Noise
불정쉐밀,1,8.145184130447811,4.0,Minor / Noise
뽑기의 임팩트,1,8.145184130447811,4.0,Minor / Noise
시간가는지 몰르겠다,1,8.145184130447811,4.0,Minor / Noise
아이템 다양성,1,8.145184130447811,4.0,Minor / Noise
시간 투자로 고수와 경쟁 가능,1,8.145184130447811,4.0,Minor / Noise
시간 투자,1,8.145184130447811,4.0,Minor / Noise
다양한 시나리오,1,8.145184130447811,4.0,Minor / Noise
다양한 스킬,1,8.145184130447811,4.0,Minor / Noise
귀엽고 멋진 캐릭터,1,8.145184130447811,4.0,Minor / Noise
친절한 뽑기 시스템,1,8.145184130447811,4.0,Minor / Noise
다양한 즐길 거리,1,8.145184130447811,4.0,Minor / Noise
다양한 전투와 채굴 시스템,1,8.145184130447811,4.0,Minor / Noise
사솔의 성능,1,8.145184130447811,4.0,Minor / Noise
사솔 막 비스트 스토리,1,8.145184130447811,4.0,Minor / Noise
버닝 효과,1,8.145184130447811,4.0,Minor / Noise
자동공격 시스템,1,8.145184130447811,4.0,Minor / Noise
현질 요소 제외,1,8.145184130447811,4.0,Minor / Noise
이환님의 노력,1,8.145184130447811,4.0,Minor / Noise
이터널슈가의 귀여움,1,8.145184130447811,4.0,Minor / Noise
복귀 후 재미,1,8.145184130447811,4.0,Minor / Noise
복귀 후 새로운 경험,1,8.145184130447811,4.0,Minor / Noise
복귀 유도,1,8.145184130447811,4.0,Minor / Noise
이슈 파악이 용이함,1,8.145184130447811,4.0,Minor / Noise
이쁜 쿠키 외모,1,8.145184130447811,4.0,Minor / Noise
친구와의 협력,1,8.145184130447811,4.0,Minor / Noise
친구와의 경험,1,8.145184130447811,4.0,Minor / Noise
캐디,1,8.145184130447811,4.0,Minor / Noise
친절한 캐릭터,1,8.145184130447811,4.0,Minor / Noise
괜찮은 확률,1,8.145184130447811,4.0,Minor / Noise
과금 필요 없음,1,8.145184130447811,4.0,Minor / Noise
과금 유도 적음,1,8.145184130447811,4.0,Minor / Noise
과금 요소가 적음,1,8.145184130447811,4.0,Minor / Noise
다양한 컷씬,1,8.145184130447811,4.0,Minor / Noise
아주 나이스한 게임 플레이,1,8.145184130447811,4.0,Minor / Noise
추억의 쿠키런,1,8.145184130447811,4.0,Minor / Noise
다양한 쿠키 스킨,1,8.145184130447811,4.0,Minor / Noise
광고가 거의 없음,1,8.145184130447811,4.0,Minor / Noise
광고 수익,1,8.145184130447811,4.0,Minor / Noise
다이아 보상,1,8.145184130447811,4.0,Minor / Noise
초반의 쭉쭉 미는 재미,1,8.145184130447811,4.0,Minor / Noise
최근 업데이트,1,8.145184130447811,4.0,Minor / Noise
초반 쿠키의 높은 확률,1,8.145184130447811,4.0,Minor / Noise
초반 운,1,8.145184130447811,4.0,Minor / Noise
예쁜 쿠키 스킨,1,8.145184130447811,4.0,Minor / Noise
잘 뽑히는 쿠키,1,8.145184130447811,4.0,Minor / Noise
향상된 보상,1,8.145184130447811,4.0,Minor / Noise
행운 시스템,1,8.145184130447811,4.0,Minor / Noise
잘 나오는 업데이트,1,8.145184130447811,4.0,Minor / Noise
버그 없음,1,8.145184130447811,4.0,Minor / Noise
자주 주는 보석,1,8.145184130447811,4.0,Minor / Noise
자주 나오는 쿠폰,1,8.145184130447811,4.0,Minor / Noise
자유로운 플레이,1,8.145184130447811,4.0,Minor / Noise
달달한 뽑기 경험,1,8.145184130447811,4.0,Minor / Noise
단순한 스킬 사용 방식,1,8.145184130447811,4.0,Minor / Noise
스토리 전개가 흥미롭고 몰입감이 뛰어남,1,8.145184130447811,4.0,Minor / Noise
스토리 전개가 매끄럽고 흥미로움,1,8.145184130447811,4.0,Minor / Noise
대폭발하는 성우 연기,1,8.145184130447811,4.0,Minor / Noise
창의적인 디자인,1,8.145184130447811,4.0,Minor / Noise
각 쿠키의 개성,1,8.145184130447811,4.0,Minor / Noise
각 캐릭터의 개성이 뚜렷함,1,8.145184130447811,4.0,Minor / Noise
새로운 느낌,1,8.145184130447811,4.0,Minor / Noise
상위 랭크,1,8.145184130447811,4.0,Minor / Noise
재미 배가,1,8.145184130447811,4.0,Minor / Noise
행복한 쿠키 뽑기,1,8.145184130447811,4.0,Minor / Noise
개선된 운영,1,8.145184130447811,4.0,Minor / Noise
개선된 게임 플레이,1,8.145184130447811,4.0,Minor / Noise
강해질 수 있는 기회,1,8.145184130447811,4.0,Minor / Noise
쉬운 초반 리세,1,8.145184130447811,4.0,Minor / Noise
확정 보상 시스템,1,8.145184130447811,4.0,Minor / Noise
과금 없이 즐길 수 있는 요소,1,8.145184130447811,4.0,Minor / Noise
짧은 시간에 즐기기 좋음,1,8.145184130447811,4.0,Minor / Noise
짧은 시간에 즐기기 좋은 게임,1,8.145184130447811,4.0,Minor / Noise
독특한 결혼 시스템,1,8.145184130447811,4.0,Minor / Noise
도파민을 자극하는 요소,1,8.145184130447811,4.0,Minor / Noise
과금 없이도 플레이 가능,1,8.145184130447811,4.0,Minor / Noise
짜릿한 뽑기,1,8.145184130447811,4.0,Minor / Noise
짜릿한 경험,1,8.145184130447811,4.0,Minor / Noise
여전히 재미있는 게임,1,8.145184130447811,4.0,Minor / Noise
재미있는 성장 요소,1,8.145184130447811,4.0,Minor / Noise
게임의 발전,1,8.145184130447811,4.0,Minor / Noise
게임사의 서비스,1,8.145184130447811,4.0,Minor / Noise
재미있는 노가다,1,8.145184130447811,4.0,Minor / Noise
재미있는 RPG 요소,1,8.145184130447811,4.0,Minor / Noise
재미있게 하고 있음,1,8.145184130447811,4.0,Minor / Noise
개성있는 쿠키,1,8.145184130447811,4.0,Minor / Noise
개성 넘치는 쿠키들,1,8.145184130447811,4.0,Minor / Noise
가챠의 재미,1,8.145184130447811,4.0,Minor / Noise
가족과의 소통,1,8.145184130447811,4.0,Minor / Noise
즐거운 꾸미기,1,8.145184130447811,4.0,Minor / Noise
즉각적인 보상 제공,1,8.145184130447811,4.0,Minor / Noise
레벨업 재미,1,8.145184130447811,4.0,Minor / Noise
판타지 느낌,1,8.145184130447811,4.0,Minor / Noise
레전드 캐릭터,1,8.145184130447811,4.0,Minor / Noise
쉐밀쿠,1,8.145184130447811,4.0,Minor / Noise
서버의 활발한 커뮤니티,1,8.145184130447811,4.0,Minor / Noise
서버 통합 기대,1,8.145184130447811,4.0,Minor / Noise
에이션트와 전설 캐릭터,1,8.145184130447811,4.0,Minor / Noise
재미있는 콜라보,1,8.145184130447811,4.0,Minor / Noise
게임의 재미와 몰입감,1,8.145184130447811,4.0,Minor / Noise
할 것 많아짐,1,8.145184130447811,4.0,Minor / Noise
재미있는 앱,1,8.145184130447811,4.0,Minor / Noise
쉐밀 등장,1,8.145184130447811,4.0,Minor / Noise
많은 스토리,1,8.145184130447811,4.0,Minor / Noise
많은 변화와 개선,1,8.145184130447811,4.0,Minor / Noise
고쳐주길 바라는 유저의 기대감,1,8.145184130447811,4.0,Minor / Noise
좋은 스토리 전개,1,8.145184130447811,4.0,Minor / Noise
좋은 비주얼,1,8.145184130447811,4.0,Minor / Noise
좋은 작화,1,8.145184130447811,4.0,Minor / Noise
좋은 이벤트,1,8.145184130447811,4.0,Minor / Noise
좋은 아이템 수급,1,8.145184130447811,4.0,Minor / Noise
편리한 게임 플레이,1,8.145184130447811,4.0,Minor / Noise
무과금 가능,1,8.145184130447811,4.0,Minor / Noise
성우들의 열연,1,8.145184130447811,4.0,Minor / Noise
무과금 유저 배려,1,8.145184130447811,4.0,Minor / Noise
계속하게 만드는 재미,1,8.145184130447811,4.0,Minor / Noise
게임의 완성도,1,8.145184130447811,4.0,Minor / Noise
게임의 안정성,1,8.145184130447811,4.0,Minor / Noise
재미있는 플레이 경험,1,8.145184130447811,4.0,Minor / Noise
재미있는 쿠키 조합,1,8.145184130447811,4.0,Minor / Noise
무과금으로 모든 쿠키 획득 가능,1,8.145184130447811,4.0,Minor / Noise
손맛 있는 뽑기,1,8.145184130447811,4.0,Minor / Noise
소재 고갈 없음,1,8.145184130447811,4.0,Minor / Noise
소소한 즐거움,1,8.145184130447811,4.0,Minor / Noise
맛있는 흑당맛 쿠키,1,8.145184130447811,4.0,Minor / Noise
많이 퍼주는 시스템,1,8.145184130447811,4.0,Minor / Noise
고대 쿠키,1,8.145184130447811,4.0,Minor / Noise
멀티플레이 모드 제안,1,8.145184130447811,4.0,Minor / Noise
성우의 조화,1,8.145184130447811,4.0,Minor / Noise
업데이트된 콘텐츠,1,8.145184130447811,4.0,Minor / Noise
성우의 매력,1,8.145184130447811,4.0,Minor / Noise
모든 쿠키 수집의 성취감,1,8.145184130447811,4.0,Minor / Noise
재화가 많이 퍼짐,1,8.145184130447811,4.0,Minor / Noise
모험하는 재미,1,8.145184130447811,4.0,Minor / Noise
퓨바각성,1,8.145184130447811,4.0,Minor / Noise
매일 할 수 있는 콘텐츠,1,8.145184130447811,4.0,Minor / Noise
매일 주어지는 보상,1,8.145184130447811,4.0,Minor / Noise
세계관 대통합,1,8.145184130447811,4.0,Minor / Noise
성장 시스템,1,8.145184130447811,4.0,Minor / Noise
전설 미션,1,8.145184130447811,4.0,Minor / Noise
풍성한 뽑기 보상,1,8.145184130447811,4.0,Minor / Noise
계정 소중히 관리,1,8.145184130447811,4.0,Minor / Noise
전설 뽑기,1,8.145184130447811,4.0,Minor / Noise
성우진,1,8.145184130447811,4.0,Minor / Noise
신선한 전투방식,1,8.145184130447811,4.0,Minor / Noise
힐링 게임,1,8.145184130447811,4.0,Minor / Noise
나눔 시스템,1,8.145184130447811,4.0,Minor / Noise
끝없는 모험,1,8.145184130447811,4.0,Minor / Noise
꾸미기 재미,1,8.145184130447811,4.0,Minor / Noise
쿠키들과의 협력 플레이,1,8.145184130447811,4.0,Minor / Noise
쿠키 추가,1,8.145184130447811,4.0,Minor / Noise
쿨한 쿠키,1,8.145184130447811,4.0,Minor / Noise
기분이 좋음,1,8.145184130447811,4.0,Minor / Noise
노력하는 개발자,1,8.145184130447811,4.0,Minor / Noise
노가다 가능,1,8.145184130447811,4.0,Minor / Noise
화려한 이팩트,1,8.145184130447811,4.0,Minor / Noise
왕관쓴 케이크 잡기 기대,1,8.145184130447811,4.0,Minor / Noise
비용 부담 없음,1,8.145184130447811,4.0,Minor / Noise
뽑기 시스템의 중독성,1,8.145184130447811,4.0,Minor / Noise
뽑기 시스템의 설렘,1,8.145184130447811,4.0,Minor / Noise
빠져드는 게임성,1,8.145184130447811,4.0,Minor / Noise
혼자서도 즐길 수 있는 시스템,1,8.145184130447811,4.0,Minor / Noise
뽑기 확률이 좋음,1,8.145184130447811,4.0,Minor / Noise
뽑기 확률이 괜찮음,1,8.145184130447811,4.0,Minor / Noise
뽑기 잘됨,1,8.145184130447811,4.0,Minor / Noise
뽑기에서 좋은 결과를 얻는 기분,1,8.23011140245959,4.0,Minor / Noise
쿠키가 많아짐,1,8.23011140245959,4.0,Minor / Noise
아들과 함께하는 재미,1,8.23011140245959,4.0,Minor / Noise
멋진 공격,1,8.23011140245959,4.0,Minor / Noise
계정 연동 방식 개선 요청,1,8.23011140245959,4.0,Minor / Noise
고객 행복을 위한 노력,1,8.23011140245959,4.0,Minor / Noise
모든 캐릭터 수집의 재미,1,8.23011140245959,4.0,Minor / Noise
결제 시스템 개선,1,8.23011140245959,4.0,Minor / Noise
맵 클리어의 용이함,1,8.23011140245959,4.0,Minor / Noise
게임중독 예방,1,8.23011140245959,4.0,Minor / Noise
지루할 틈이 없는 게임 플레이,1,8.23011140245959,4.0,Minor / Noise
에픽 뽑기,1,8.23011140245959,4.0,Minor / Noise
리세마라 재미,1,8.23011140245959,4.0,Minor / Noise
좋은 게임성,1,8.23011140245959,4.0,Minor / Noise
서버이동권 아이템 필요,1,8.23011140245959,4.0,Minor / Noise
좋은 모션,1,8.23011140245959,4.0,Minor / Noise
추천할 정도로 재미있음,1,8.23011140245959,4.0,Minor / Noise
열정적인 회사,1,8.23011140245959,4.0,Minor / Noise
다양한 캐릭터 활용,1,8.23011140245959,4.0,Minor / Noise
도전적인 캐릭터 뽑기,1,8.23011140245959,4.0,Minor / Noise
초반의 다양한 활동,1,8.23011140245959,4.0,Minor / Noise
애니메이션과 목소리의 즐거움,1,8.23011140245959,4.0,Minor / Noise
도전적인 플레이,1,8.23011140245959,4.0,Minor / Noise
할게 많아져서 좋음,1,8.23011140245959,4.0,Minor / Noise
개선된 게임성,1,8.23011140245959,4.0,Minor / Noise
재미있는 경험,1,8.23011140245959,4.0,Minor / Noise
두근두근하는 마음,1,8.23011140245959,4.0,Minor / Noise
확율 업데이트,1,8.23011140245959,4.0,Minor / Noise
지속적인 성장,1,8.23011140245959,4.0,Minor / Noise
지루하지 않은 게임,1,8.23011140245959,4.0,Minor / Noise
재미있는 성장 시스템,1,8.23011140245959,4.0,Minor / Noise
디테일한 그래픽,1,8.23011140245959,4.0,Minor / Noise
취향에 맞는 캐릭터,1,8.23011140245959,4.0,Minor / Noise
의상,1,8.23011140245959,4.0,Minor / Noise
타격감 있는 뽑기 시스템,1,8.23011140245959,4.0,Minor / Noise
다양한 할거리,1,8.23011140245959,4.0,Minor / Noise
보스 난이도 상승,1,8.23011140245959,4.0,Minor / Noise
시간 때우기 좋은 요소,1,8.23011140245959,4.0,Minor / Noise
희귀 캐릭터,1,8.23011140245959,4.0,Minor / Noise
BTS 콜라보,1,8.23011140245959,4.0,Minor / Noise
운 좋게 얻은 미스틱플라워,1,8.23011140245959,4.0,Minor / Noise
운빨 게임,1,8.23011140245959,4.0,Minor / Noise
비스트이스트 스토리,1,8.23011140245959,4.0,Minor / Noise
화려한 전투 스킬 이펙트,1,8.23011140245959,4.0,Minor / Noise
쿠키 관찰의 즐거움,1,8.23011140245959,4.0,Minor / Noise
다양한 덕질 요소,1,8.23011140245959,4.0,Minor / Noise
이벤트 재개 요청,1,8.23011140245959,4.0,Minor / Noise
부담 없는 플레이,1,8.23011140245959,4.0,Minor / Noise
흥미진진한 게임 진행,1,8.23011140245959,4.0,Minor / Noise
업데이트 개선,1,8.290368260895622,4.0,Minor / Noise
전투력 상승이 빠름,1,8.290368260895622,4.0,Minor / Noise
재화 수급이 원활해짐,1,8.290368260895622,4.0,Minor / Noise
쉬운 자원 수집,1,8.290368260895622,4.0,Minor / Noise
업데이트 주기가 빠름,1,8.290368260895622,4.0,Minor / Noise
잘 퍼주는 보상,1,8.290368260895622,4.0,Minor / Noise
재미있는 요소들,1,8.290368260895622,4.0,Minor / Noise
귀여운 아가들,1,8.290368260895622,4.0,Minor / Noise
가볍게 즐길 수 있음,1,8.290368260895622,4.0,Minor / Noise
덱 구성 용이성,1,8.290368260895622,4.0,Minor / Noise
복귀 후 좋은 경험,1,8.290368260895622,4.0,Minor / Noise
영웅쿠키 보상,1,8.290368260895622,4.0,Minor / Noise
사회적 인지도,1,8.290368260895622,4.0,Minor / Noise
더 하고 싶게 만드는 게임,1,8.290368260895622,4.0,Minor / Noise
안정적인 운영,1,8.290368260895622,4.0,Minor / Noise
퀄리티가 좋고 스토리도 재미있음,1,8.290368260895622,4.0,Minor / Noise
훌륭한 성우진,1,8.290368260895622,4.0,Minor / Noise
키우기 게임,1,8.290368260895622,4.0,Minor / Noise
각성 홀리베리,1,8.290368260895622,4.0,Minor / Noise
운에 대한 기대감,1,8.290368260895622,4.0,Minor / Noise
확률이 좋음,1,8.290368260895622,4.0,Minor / Noise
재미있어지고 있음,1,8.290368260895622,4.0,Minor / Noise
무과금으로도 즐길 수 있는 다양한 쿠키,1,8.290368260895622,4.0,Minor / Noise
풍부한 콘텐츠,1,8.290368260895622,4.0,Minor / Noise
멋진 패키지,1,8.290368260895622,4.0,Minor / Noise
전략적 조합,1,8.290368260895622,4.0,Minor / Noise
빠른 업데이트 요청,1,8.290368260895622,4.0,Minor / Noise
추억의 쿠키,1,8.290368260895622,4.0,Minor / Noise
시간이 빠르게 지나가는 재미,1,8.290368260895622,4.0,Minor / Noise
이벤트 쿠키,1,8.290368260895622,4.0,Minor / Noise
복귀유저 보상 시스템,1,8.337107111418565,4.0,Minor / Noise
도전,1,8.337107111418565,4.0,Minor / Noise
새로운 컨텐츠,1,8.337107111418565,4.0,Minor / Noise
게임 할 맛,1,8.337107111418565,4.0,Minor / Noise
확률 상승에 대한 긍정적인 경험,1,8.337107111418565,4.0,Minor / Noise
반복 작업의 재미,1,8.337107111418565,4.0,Minor / Noise
재미있는 노동의 경험,1,8.337107111418565,4.0,Minor / Noise
고대등급 캐릭터,1,8.337107111418565,4.0,Minor / Noise
풍부한 무료 보상,1,8.337107111418565,4.0,Minor / Noise
아름다운 아트,1,8.337107111418565,4.0,Minor / Noise
조화로운 게임 구성,1,8.337107111418565,4.0,Minor / Noise
아름다운 건물 디자인,1,8.337107111418565,4.0,Minor / Noise
블랙사파이어,2,8.35191276275276,3.5,Minor / Noise
게임의 인기 상승,1,8.3752955329074,4.0,Minor / Noise
기대되는 쿠키,1,8.3752955329074,4.0,Minor / Noise
카리스마 있는 캐릭터,1,8.3752955329074,4.0,Minor / Noise
부활한 게임,1,8.407583383217316,4.0,Minor / Noise
게임의 개선,1,8.407583383217316,4.0,Minor / Noise
플레이 횟수 제한 없음,1,8.435552391343434,4.0,Minor / Noise
가성비 좋은 패키지,1,8.435552391343434,4.0,Minor / Noise
재밌는 에피소드,1,8.435552391343434,4.0,Minor / Noise
정기적인 콘텐츠 업데이트,1,8.435552391343434,4.0,Minor / Noise
퓨어바닐라,2,8.473457086783686,3.5,Minor / Noise
무과금으로도 랭커와 비슷한 스택,1,8.52047966335521,4.0,Minor / Noise
과금 유도 거의 없음,1,8.52047966335521,4.0,Minor / Noise
적당한 콘텐츠,1,8.537245122752857,4.0,Minor / Noise
성장하는 맛,1,8.552767513665128,4.0,Minor / Noise
쿠폰 자주 제공,1,8.60540693536699,4.0,Minor / Noise
불꽃정령쿠키의 강력함,1,8.61673166224464,4.0,Minor / Noise
다양한 할 것들,1,8.61673166224464,4.0,Minor / Noise
일러스트,1,8.61673166224464,4.0,Minor / Noise
각성퓨바 획득 방안 증가,1,8.647438701843331,4.0,Minor / Noise
다양한 탐험 요소,1,8.656749409116937,4.0,Minor / Noise
신기한 음악,1,8.67421422283713,4.0,Minor / Noise
무과금 환경 개선,1,8.682429253200668,4.0,Minor / Noise
다양한 액션,1,8.690334207378768,4.0,Minor / Noise
멋진 컷신,1,8.690334207378768,4.0,Minor / Noise
무과금으로 즐길 수 있는 게임,1,8.705301746509589,4.0,Minor / Noise
자주 업데이트되는 캐릭터,1,8.705301746509589,4.0,Minor / Noise
빠른 진행,1,8.712402644325964,4.0,Minor / Noise
래전드 스토리,1,8.719270683391272,4.0,Minor / Noise
고퀄 컷신,1,8.719270683391272,4.0,Minor / Noise
게임의 쾌감,1,8.797329916337743,4.0,Minor / Noise
유튜브 학습,1,8.797329916337743,4.0,Minor / Noise
고유한 특징,1,8.801933539564748,4.0,Minor / Noise
실시간 소통,1,8.806438152425923,4.0,Minor / Noise
캐릭터 더빙,1,8.810847924250833,4.0,Minor / Noise
월드 탐험의 다양성,1,8.843135774560748,4.0,Minor / Noise
고등급 쿠키 획득 용이,1,8.861048943268434,4.0,Minor / Noise
서버 선택에 대한 유용한 정보,1,8.871104782686867,4.0,Minor / Noise
비스트 이스트 월드 스토리,1,8.88987462508369,4.0,Minor / Noise
신캐 확정 획득,1,8.907099923140262,4.0,Minor / Noise
꾸준한 플레이로 그래드마스터 가능,1,8.928063046572527,4.0,Minor / Noise
잘 정리된 게임 시스템,1,8.928063046572527,4.0,Minor / Noise
무과금으로도 쿠키와 보물 모음,1,8.937806962738954,4.0,Minor / Noise
이쁜 일러스트,1,8.937806962738954,4.0,Minor / Noise
쉬운 재화 수급,1,8.937806962738954,4.0,Minor / Noise
재미있는 컨텐츠,1,8.942514046785554,4.0,Minor / Noise
스토리와 캐릭터 더빙,1,8.956032054698644,4.0,Minor / Noise
업데이트가 많아 즐길 거리 증가,1,8.956032054698644,4.0,Minor / Noise
무과금으로도 충분히 즐길 수 있음,1,8.956032054698644,4.0,Minor / Noise
업데이트 자주,1,8.976787280917799,4.0,Minor / Noise
킬링타임 용,1,8.976787280917799,4.0,Minor / Noise
신규 쿠키 획득,1,8.984545813261896,4.0,Minor / Noise
초반부 보상,1,8.997467927672036,4.0,Minor / Noise
더럽다,1,9.0,4.0,Minor / Noise
각자의 개성,1,9.006233073716245,4.0,Minor / Noise
디테일한 스토리,1,9.024315045461956,4.0,Minor / Noise
친절한 게임 운영,1,9.046698217892883,4.0,Minor / Noise
파밍의 용이함,1,9.061714552929578,4.0,Minor / Noise
적당한 확률,1,9.061714552929578,4.0,Minor / Noise
